show_id,type,title,director,casts,country,release_year,rating,duration,listed_in,description,Date_added_converted
s8491,"TV SHOW","THE ROAD TO CALVARY",NULL,"ANNA CHIPOVSKAYA, YULIA SNIGIR, LEONID BICHEVIN, PAVEL TRUBINER",RUSSIA,2017,TV-14,"1 Season","International TV Shows, TV Dramas","Swept up in political unrest during World War I, two sisters in St. Petersburg cope with turbulent romances as Russian history is made around them.",2018-09-01
s3365,MOVIE,"THE ROAD TO EL CAMINO: BEHIND THE SCENES OF EL CAMINO: A BREAKING BAD MOVIE",NULL,NULL,"UNITED STATES",2019,TV-14,"14 min","Documentaries, International Movies","Aaron Paul, Vince Gilligan and other cast members, producers and crew share stories and footage from the making of "El Camino."",2019-10-29
s3186,"TV SHOW","THE ROAD TO LOVE",NULL,"KATHERINE ESCOBAR FARFAN, JUAN MANUEL RESTREPO, CÉSAR MORA, MARIO ESPITIA, CARMENZA GONZÁLEZ, JOSÉ DANIEL CRISTANCHO, FELIPE BERNEDETTE, CAMILO AMORES, LINDA LUCÍA CALLEJAS, FERNANDO SOLÓRZANO, MARÍA LAURA QUINTERO, TOTO VEGA, MAYRA LUNA, ANA MARÍA CUÉLLAR, MARÍA FERNANDA MATUS",COLOMBIA,2019,TV-14,"1 Season","International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","After an argument with her dad, a young woman from a family of macho truck drivers is kicked out of the home and must make her own success as a trucker.",2019-12-04
s8492,MOVIE,"THE ROLLING STONES: OLÉ OLÉ OLÉ! A TRIP ACROSS LATIN AMERICA","PAUL DUGDALE","MICK JAGGER, KEITH RICHARDS, RONNIE WOOD, CHARLIE WATTS","UNITED KINGDOM",2016,TV-MA,"101 min","Documentaries, International Movies, Music & Musicals","Follow the Rolling Stones as the iconic group breaks new ground in Latin America, wrapping a 10-city tour as the first-ever rock band to play in Cuba.",2019-03-22
s8493,MOVIE,"THE ROOMMATE","CHRISTIAN E. CHRISTIANSEN","LEIGHTON MEESTER, MINKA KELLY, CAM GIGANDET, ALY MICHALKA, DANNEEL ACKLES, FRANCES FISHER, TOMAS ARANA, BILLY ZANE, NINA DOBREV, MATT LANTER, KAT GRAHAM","UNITED STATES",2011,PG-13,"91 min",Thrillers,"While acclimating to campus life, college freshman Sara begins to realize that her new roommate, Rebecca, is becoming obsessed with her.",2020-04-01
s1482,MOVIE,"THE ROPE CURSE 2","LIAO SHIH-HAN","LEE KANG-SHENG, WILSON HSU, VERA CHEN, YEN CHENG-KUO, CHEN BOR-JENG, LIU KUO-SHAO",TAIWAN,2020,TV-MA,"105 min","Horror Movies, International Movies","After a purification ritual unravels, a conflicted Taoist priest attempts to help a lonely young psychic whose aunt is possessed by a powerful demon.",2020-12-30
s8494,MOVIE,"THE ROVER","DAVID MICHÔD","GUY PEARCE, ROBERT PATTINSON, SCOOT MCNAIRY, DAVID FIELD, ANTHONY HAYES, GILLIAN JONES, SUSAN PRIOR, NASH EDGERTON","AUSTRALIA, UNITED STATES",2014,R,"103 min","International Movies, Thrillers","Set in a chaotic future, this Outback saga follows loner Eric's brutal ordeal when a criminal gang takes his car and leaves him nowhere with nothing.",2018-07-19
s1977,MOVIE,"THE ROYAL BENGAL TIGER","RAJESH GANGULY","JEET, ABIR CHATTERJEE, PRIYANKA SARKAR, SHRADHA DAS, KHARAJ MUKHERJEE, SHANTILAL MUKHERJEE, BARUN CHANDA, DEB RANAJAN NAG, RAJESH SHARMA",INDIA,2014,TV-MA,"103 min","Dramas, International Movies, Thrillers","Knocked down by life one too many times, a meek family man drastically transforms from shy to savage after an encounter with a mysterious friend.",2020-09-19
s2349,MOVIE,"THE ROYAL HIBISCUS HOTEL","ISHAYA BAKO","ZAINAB BALOGUN, KENNETH OKOLIE, DEYEMI OKANLAWON, JOKE SILVA, OLU JACOBS, JIDE KOSOKO, RACHEL ONIGA, KEMI LALA AKINDOJU, INI DIMA-OKOJIE, TONI TONES",NIGERIA,2017,TV-PG,"90 min","Comedies, International Movies, Romantic Movies","A disenchanted chef tries to help her parents restore their failing hotel but cooks up feelings for an investor with his sights set on the property.",2020-06-22
s5252,"TV SHOW","THE ROYAL HOUSE OF WINDSOR",NULL,NULL,"UNITED KINGDOM",2017,TV-MA,"1 Season","British TV Shows, Docuseries, International TV Shows","Drawing on newly available info, this show traces how the British royal family has survived the last 100 years of power struggles, politics and more.",2017-09-30
s3476,MOVIE,"THE RUGRATS MOVIE","IGOR KOVALYOV, NORTON VIRGIEN","ELIZABETH DAILY, CHRISTINE CAVANAUGH, KATH SOUCIE, MELANIE CHARTOFF, PHIL PROCTOR, CREE SUMMER, CHERYL CHASE, TARA STRONG, JACK RILEY, JOE ALASKEY, MICHAEL BELL, TRESS MACNEILLE, BUSTA RHYMES, WHOOPI GOLDBERG, DAVID SPADE","UNITED STATES",1998,G,"81 min","Children & Family Movies, Comedies","When his baby brother Dil is born, Tommy Pickles and his pals decide that he's too much responsibility and try to return him to the hospital.",2019-10-01
s8495,MOVIE,"THE RUM DIARY","BRUCE ROBINSON","JOHNNY DEPP, AARON ECKHART, MICHAEL RISPOLI, AMBER HEARD, RICHARD JENKINS, GIOVANNI RIBISI, AMAURY NOLASCO, MARSHALL BELL, BILL SMITROVICH","UNITED STATES, UNITED KINGDOM",2011,R,"120 min","Comedies, Dramas","Johnny Depp stars in this adaptation of Hunter S. Thompson's novel about a boozy journalist who moves to Puerto Rico and falls for a taken woman.",2019-12-06
s2746,MOVIE,"THE RUNAWAYS","FLORIA SIGISMONDI","KRISTEN STEWART, DAKOTA FANNING, MICHAEL SHANNON, STELLA MAEVE, SCOUT TAYLOR-COMPTON, ALIA SHAWKAT, RILEY KEOUGH, JOHNNY LEWIS, TATUM O'NEAL, BRETT CULLEN, HANNAH MARKS","UNITED STATES",2010,R,"107 min","Dramas, Independent Movies, Music & Musicals","This biopic charts the rise of the rebellious California girls who formed the 1970s rock group the Runaways, paving the way for future girl musicians.",2020-04-01
s8496,MOVIE,"THE RUNNER","AUSTIN STARK","NICOLAS CAGE, SARAH PAULSON, CONNIE NIELSEN, WENDELL PIERCE, BRYAN BATT, PETER FONDA, DANA GOURRIER","UNITED STATES",2015,R,"90 min","Dramas, Independent Movies","A New Orleans politician finds his idealistic plans for rebuilding after a toxic oil spill unraveling thanks to a sex scandal.",2017-09-08
s5432,MOVIE,"THE RUSSIAN REVOLUTION","CAL SEVILLE","JONATHAN KYDD","UNITED KINGDOM",2017,TV-PG,"47 min",Documentaries,"Starting in 1881, this film describes how the personal battle between the royal Romanovs and Lenin's Ulyanov family led to the Russian Revolution.",2017-06-15
s3905,MOVIE,"THE RUTHLESS","RENATO DE MARIA","RICCARDO SCAMARCIO, SARA SERRAIOCCO, ALESSIO PRATICÒ, ALESSANDRO TEDESCHI, MARIE-ANGE CASTA","ITALY, FRANCE",2019,TV-MA,"111 min","Dramas, International Movies","A rebellious teen grows up to become one of Milan's most ambitious criminals during the golden years of the 'ndrangheta Mafia in the 1980s.",2019-04-19
s5949,MOVIE,"THE RYAN WHITE STORY","JOHN HERZFELD","JUDITH LIGHT, LUKAS HAAS, MICHAEL BOWEN, NIKKI COX, GEORGE DZUNDZA, VALERIE LANDSBURG, SARAH JESSICA PARKER, MITCHELL RYAN","UNITED STATES",1989,TV-PG,"94 min",Dramas,"After contracting HIV from a tainted blood treatment, teenaged hemophiliac Ryan White is forced to fight for his right to attend public school.",2011-10-01
s5334,MOVIE,"THE SAINT","ERNIE BARBARASH","ADAM RAYNER, ELIZA DUSHKU, IAN OGILVY, JAMES REMAR, ROGER MOORE, ENRIQUE MURCIANO, THOMAS KRETSCHMANN, BEATRICE ROSEN, GREG GRUNBERG, YANI GELLMAN","UNITED STATES",2017,TV-14,"92 min","Action & Adventure","Master thief Simon Templar – also known as the Saint – is hired by a wealthy banker to find his kidnapped daughter, but not all is as it seems.",2017-08-10
s8497,MOVIE,"THE SALVATION","KRISTIAN LEVRING","MADS MIKKELSEN, EVA GREEN, JEFFREY DEAN MORGAN, ERIC CANTONA, MIKAEL PERSBRANDT, DOUGLAS HENSHALL, MICHAEL RAYMOND-JAMES, JONATHAN PRYCE, ALEXANDER ARNOLD, NANNA ØLAND FABRICIUS","DENMARK, UNITED KINGDOM, SOUTH AFRICA, SWEDEN, BELGIUM",2014,R,"92 min","Dramas, Independent Movies, International Movies","In the Old West, a Danish homesteader avenges the murder of his wife and son, only to unleash a gang leader's brutal fury.",2017-03-02
s8498,MOVIE,"THE SAPPHIRES","WAYNE BLAIR","CHRIS O'DOWD, DEBORAH MAILMAN, JESSICA MAUBOY, SHARI SEBBENS, MIRANDA TAPSELL, TORY KITTLES, EKA DARVILLE, TAMMY ANDERSON, LYNETTE NARKLE, KYLIE BELLING",AUSTRALIA,2012,PG-13,"99 min","Comedies, Dramas, Independent Movies","Sisters Gail, Cynthia and Julie have talent, but their career takes off when promoter Dave convinces them to tour for U.S. troops in Vietnam.",2019-04-26
s1956,"TV SHOW","THE SCHOOL NURSE FILES",NULL,"JUNG YU-MI, NAM JOO-HYUK","SOUTH KOREA",2020,TV-MA,"1 Season","International TV Shows, TV Dramas, TV Mysteries","Wielding a light-up sword through the dark corners of a high school, a nurse with an unusual gift protects students from monsters only she can see.",2020-09-25
s2492,MOVIE,"THE SCHOOL OF MISCHIEF","HOUSSAM EL-DIN MUSTAFA","SUHAIR EL-BABILI, ADEL EMAM, SAEED SALEH, YOUNES SHALABI, HADI EL-GAYYAR, AHMAD ZAKI, HASSAN MOUSTAFA",EGYPT,1973,TV-14,"253 min","Comedies, Dramas, International Movies","A high school teacher volunteers to transform five notorious misfits into model students — and has unintended results.",2020-05-21
s8499,MOVIE,"THE SCORE","FRANK OZ","ROBERT DE NIRO, EDWARD NORTON, MARLON BRANDO, ANGELA BASSETT, GARY FARMER, PAUL SOLES, JAMIE HARROLD, SERGE HOUDE","GERMANY, CANADA, UNITED STATES",2001,R,"124 min","Dramas, Thrillers","Ready-to-retire safecracker Nick, flamboyant fence Max and talented but volatile thief Jackie team up to rob the Montreal Customs House.",2019-11-28
s8500,MOVIE,"THE SEA OF TREES","GUS VAN SANT","MATTHEW MCCONAUGHEY, NAOMI WATTS, KEN WATANABE, KATIE ASELTON, JORDAN GAVARIS","UNITED STATES",2015,PG-13,"111 min",Dramas,"A brooding American unable to cope with personal crisis travels to "suicide forest" near Mount Fuji, where he meets a fellow lost wanderer.",2018-11-08
s2401,"TV SHOW","THE SEARCH",NULL,"DARÍO YAZBEK, DIANA BOVIO, REGINA BLANDÓN, ADRIÁN LADRÓN, VERÓNICA BRAVO, ANTONIO AROCHI, MARIO ALBERTO MONROY, VIANEY RODRÍGUEZ, MARÍA AURA, DANIEL HADDAD, FERNANDO BONILLA, OLINCA VELÁZQUEZ, DAMAYANTI QUINTANAR, ADRIANA LLABRÉS, ALEJANDRO CALVA, SILVERIO PALACIOS, EDMUNDO VARGAS, ANABEL FERREIRA",MEXICO,2020,TV-MA,"1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","When a girl vanishes from a suburb near Mexico City, the personal goals of some involved in the case muddy the search. Based on a true story.",2020-06-12
s8501,MOVIE,"THE SEARCH FOR LIFE IN SPACE","STEPHEN AMEZDROZ",NULL,"UNITED STATES",2016,TV-G,"32 min",Documentaries,"To determine whether we're alone in the universe, astrobiologists look to Jupiter, Mars and, closer to home, extreme environments on Earth.",2018-04-01
s5133,MOVIE,"THE SECRET","DREW HERIOT",NULL,"AUSTRALIA, UNITED STATES",2006,TV-14,"91 min","Documentaries, Faith & Spirituality","An assembly of writers, philosophers and scientists share The Secret, which reputedly brought success to Plato, da Vinci, Einstein and other greats.",2017-12-07
s262,MOVIE,"THE SECRET DIARY OF AN EXCHANGE STUDENT","BRUNO GAROTTI","LARISSA MANOELA, THATI LOPES, BRUNO MONTALEONE, DAVID SHEROD JAMES, MAIARA WALSH, FLÁVIA GARRAFA, KATHY-ANN HART, RAY FAIOLA, NOA GRAHAM",NULL,2021,TV-14,"97 min","Comedies, International Movies, Romantic Movies","Looking to shake things up, two best friends embark on a life-changing adventure abroad as exchange students. But can they stay out of trouble?",2021-08-18
s8502,MOVIE,"THE SECRET LIFE OF PETS 2","CHRIS RENAUD","PATTON OSWALT, KEVIN HART, TIFFANY HADDISH, JENNY SLATE, ERIC STONESTREET, HARRISON FORD, DANA CARVEY, NICK KROLL, LAKE BELL, ELLIE KEMPER, BOBBY MOYNIHAN, HANNIBAL BURESS","UNITED STATES, FRANCE, JAPAN",2019,PG,"86 min","Children & Family Movies, Comedies","On a farm outside New York, Max aims to boost his confidence while in the city, Snowball attempts to rescue a tiger cub and Gidget pretends to be a cat.",2019-12-27
s2655,MOVIE,"THE SET UP","NIYI AKINMOLAYAN","ADESUA ETOMI, JIM IYKE, DAKORE AKANDE, MARIE HUMBERT, AYOOLA AYOLOLA, TINA MBA, JOKE SILVA, KEHINDE BANKOLE",NIGERIA,2019,TV-MA,"105 min","Dramas, International Movies","Manipulation and personal vendettas collide when a con artist hires a young woman to assist with his scheme to marry a wealthy heiress.",2020-04-22
s632,"TV SHOW","THE SEVEN DEADLY SINS",NULL,"YUKI KAJI, SORA AMAMIYA, MISAKI KUNO, AOI YUKI, TATSUHISA SUZUKI, JUN FUKUYAMA, MAMORU MIYANO, MAAYA SAKAMOTO",JAPAN,2021,TV-14,"5 Seasons","Anime Series, International TV Shows","When a kingdom is taken over by tyrants, the deposed princess begins a quest to find a disbanded group of evil knights to help take back her realm.",2021-06-28
s4244,MOVIE,"THE SEVEN DEADLY SINS THE MOVIE: PRISONERS OF THE SKY","NORIYUKI ABE","YUKI KAJI, SORA AMAMIYA, MISAKI KUNO, AOI YUKI, TATSUHISA SUZUKI, JUN FUKUYAMA, YUHEI TAKAGI, MAAYA SAKAMOTO, TOMOKAZU SUGITA, TSUBASA YONAGA, HARUKA TOMATSU, REIKO SUZUKI, AKIO OTSUKA, TOSHIYUKI MORIKAWA, YOKO HIKASA, TORU SAKURAI, MASUO AMADA, TAKAYA KURODA, SILK ROAD",JAPAN,2018,TV-14,"100 min","Action & Adventure, Anime Features, International Movies","The Seven Deadly Sins aid the Sky People against a powerful group of demons hellbent on resurrecting a demonic beast sealed over 3,000 years ago.",2018-12-31
s8503,MOVIE,"THE SEVEN FIVE","TILLER RUSSELL",NULL,"UNITED STATES",2014,R,"104 min",Documentaries,"This riveting film examines the case of Mike Dowd, a corrupt Brooklyn cop who became dirtier than the drug dealers he was supposed to be policing.",2017-04-14
s644,MOVIE,"THE SEVENTH DAY","JUSTIN P. LANGE","GUY PEARCE, VADHIR DERBEZ, STEPHEN LANG, BRADY JENNESS, CHRIS GALUST, ROBIN BARTLETT, HEATH FREEMAN, KEITH DAVID","UNITED STATES",2021,R,"87 min","Horror Movies","An inexperienced priest teams up with a hardened exorcist to stop the demonic possession of a young boy. But darkness lies where they least expect it.",2021-06-24
s8504,"TV SHOW","THE SEVENTIES",NULL,NULL,"UNITED STATES",2015,TV-PG,"1 Season",Docuseries,"This series examines 1970s America, focusing on the major political and historical landmarks of the decade and the cultural response to those events.",2018-09-30
s1391,MOVIE,"THE SHADOW OF VIOLENCE","NICK ROWLAND","COSMO JARVIS, BARRY KEOGHAN, NIAMH ALGAR, NED DENNEHY, KILJAN TYR MORONEY, DAVID WILMOT, BRID BRENNAN, SIMONE KIRBY, ANTHONY WELSH","UNITED KINGDOM, IRELAND",2020,R,"101 min",Dramas,"As he reconciles with his ex and their son, an enforcer for a crime family gets an order that tests his loyalty and endangers everyone he holds dear.",2021-01-21
s5070,"TV SHOW","THE SHANNARA CHRONICLES",NULL,"AUSTIN BUTLER, POPPY DRAYTON, IVANA BAQUERO, MANU BENNETT, AARON JAKUBENKO, EMILIA BURNS, JOHN RHYS-DAVIES, MARCUS VANCO, BROOKE WILLIAMS, DANIEL MACPHERSON, JED BROPHY","UNITED STATES, NEW ZEALAND",2018,TV-MA,"2 Seasons","TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","After the destruction of civilization, three young heroes become Earth's last hope for salvation when a massive force of demons threatens the planet.",2018-01-22
s8505,MOVIE,"THE SHAUKEENS","ABHISHEK SHARMA","AKSHAY KUMAR, ANNU KAPOOR, PIYUSH MISHRA, LISA HAYDON, ANUPAM KHER",INDIA,2014,TV-MA,"123 min","Comedies, International Movies, Music & Musicals","Three sexually frustrated men in their 60s have the adventure of a lifetime after meeting an intriguing young woman during a holiday in Mauritius.",2018-03-01
s5938,MOVIE,"THE SHORT GAME","JOSH GREENBAUM","SKY SUDBERRY, ALLAN KOURNIKOVA, JED DY, ZAMOKUHLE NXASANA, ALEXA PANO, AMARI AVERY, AUGUSTIN VALERY, KUANG YANG, JACK NICKLAUS, GARY PLAYER","UNITED STATES",2013,PG,"100 min","Children & Family Movies, Documentaries, Sports Movies","They are fiercely competitive athletes, determined to become champions on one of the world's toughest golf courses. And they're still in grade school.",2013-12-12
s8506,MOVIE,"THE SHOW","GIANCARLO ESPOSITO","JOSH DUHAMEL, GIANCARLO ESPOSITO, FAMKE JANSSEN, SARAH WAYNE CALLIES, CAITLIN FITZGERALD, CHRIS ELLIS, LUCIA WALTERS, JAMES FRANCO","UNITED STATES",2017,TV-MA,"105 min",Dramas,"A disillusioned reality TV host and an idealistic producer are lured by their network into producing a show in which participants kill themselves.",2020-06-01
s2385,MOVIE,"THE SHOW MUST GO ON: THE QUEEN + ADAM LAMBERT STORY",NULL,"ADAM LAMBERT, BRIAN MAY, ROGER TAYLOR","UNITED KINGDOM, UNITED STATES",2019,TV-MA,"85 min","Documentaries, Music & Musicals","With rare footage and candid interviews, this documentary details the serendipitous pairing of legendary rock band Queen and powerhouse Adam Lambert.",2020-06-15
s5761,MOVIE,"THE SIEGE OF JADOTVILLE","RICHIE SMYTH","JAMIE DORNAN, GUILLAUME CANET, EMMANUELLE SEIGNER, JASON O'MARA, MIKAEL PERSBRANDT, MARK STRONG, MICHAEL MCELHATTON, DANNY SAPANI, SAM KEELEY, RONAN RAFTERY, MIKE NOBLE, CHARLIE KELLY, CONOR MACNEILL, FIONN O'SHEA, CONOR QUINLAN, JORDAN MIFSUD","IRELAND, SOUTH AFRICA",2016,TV-MA,"108 min","Action & Adventure, Dramas, International Movies","Besieged by overwhelming enemy forces, Irish soldiers on a U.N. peacekeeping mission in Africa valiantly defend their outpost in this true story.",2016-10-07
s8507,MOVIE,"THE SIGN OF VENUS","DINO RISI","SOPHIA LOREN, FRANCA VALERI, VITTORIO DE SICA, RAF VALLONE, VIRGILIO RIENTO, TINA PICA, LINA GENNARI, ELOISA CIANNI, LEOPOLDO TRIESTE, MAURIZIO ARENA, FRANCO FANTASIA, PEPPINO DE FILIPPO, ALBERTO SORDI",ITALY,1955,TV-14,"97 min","Classic Movies, Comedies, Independent Movies","While suitors swoon over her cousin, a single woman takes initiative in finding herself a partner after receiving a favorable romantic fortune.",2020-11-13
s8508,MOVIE,"THE SIGNAL","WILLIAM EUBANK, WILL EUBANK","BRENTON THWAITES, OLIVIA COOKE, LAURENCE FISHBURNE, BEAU KNAPP, LIN SHAYE, ROBERT LONGSTREET","UNITED STATES",2014,PG-13,"97 min","Sci-Fi & Fantasy, Thrillers","During their drive across the country, college pals Nick and Jonah – accompanied by Nick's girlfriend – run into major trouble in the Nevada desert.",2018-07-13
s3931,MOVIE,"THE SILENCE","JOHN R. LEONETTI","STANLEY TUCCI, KIERNAN SHIPKA, MIRANDA OTTO, KATE TROTTER, JOHN CORBETT, KYLE BREITKOPF, DEMPSEY BRYK, BILLY MACLELLAN","CANADA, GERMANY",2019,PG-13,"91 min","Horror Movies, Thrillers","With the world under attack by deadly creatures who hunt by sound, a teen and her family seek refuge outside the city and encounter a mysterious cult.",2019-04-10
s2317,MOVIE,"THE SILENCE OF OTHERS","ALMUDENA CARRACEDO, ROBERT BAHAR",NULL,"SPAIN, FRANCE, CANADA, UNITED STATES",2019,TV-14,"96 min","Documentaries, International Movies","Filmed over six years, this documentary captures the struggles of victims who suffered abuse under Gen. Francisco Franco's regime as they seek justice.",2020-07-01
s2656,MOVIE,"THE SILENCE OF THE MARSH","MARC VIGIL","PEDRO ALONSO, NACHO FRESNEDA, CARMINA BARRIOS, JOSÉ ÁNGEL EGIDO, ÀLEX MONNER, RAÚL PRIETO, MAITE SANDOVAL, JAVIER GODINO, LUIS ZAHERA, MIGUEL DE LIRA",SPAIN,2019,TV-MA,"93 min","International Movies, Thrillers","While researching corruption for his new book, a successful crime novelist shades the line between fiction and reality.",2020-04-22
s2956,MOVIE,"THE SILENT WAR","ALFONSO CORTÉS-CAVANILLAS","ASIER ETXEANDIA, MARIAN ÁLVAREZ, HUGO SILVA, AITOR LUNA, IMANOL ARIAS, OLIMPIA MELINTE, RUTH DÍAZ, JORGE BASANTA, STEPHANIE GIL, ROBERTO BONACINI",SPAIN,2020,TV-MA,"122 min","Dramas, International Movies, Thrillers","Alluding to "For Whom the Bell Tolls," this drama follows a fugitive guerrilla, deaf after an explosion, as he tries to survive in 1944 northern Spain.",2020-02-03
s8509,MOVIE,"THE SIMILARS","ISAAC EZBAN","GUSTAVO SÁNCHEZ PARRA, CASSANDRA CIANGHEROTTI, FERNANDO BECERRIL, HUMBERTO BUSTO, CARMEN BEATO, SANTIAGO TORRES, MARÍA ELENA OLIVARES, CATALINA SALAS, LUIS ALBERTI, ALBERTO ESTRELLA, PABLO GUISA KOESTINGER",MEXICO,2015,UR,"90 min","Horror Movies, Independent Movies, International Movies","Stranded in a transit station one stormy night in 1968, eight strangers begin to fall victim to seizures, only to wake up disturbingly altered.",2017-01-15
